order,family,scientific,en,zh-hans,zh-hant,ja
ANSERIFORMES,Anatidae,Bucephala albeola,Bufflehead,白枕鹊鸭,巨頭鵲鴨,ヒメハジロ
ANSERIFORMES,Anatidae,Bucephala clangula,Common Goldeneye,鹊鸭,普通鵲鴨,ホオジロガモ
ANSERIFORMES,Anatidae,Bucephala islandica,Barrow's Goldeneye,巴氏鹊鸭,冰洲鵲鴨,キタホオジロガモ
ANSERIFORMES,Anatidae,Mergellus albellus,Smew,斑头秋沙鸭,白秋沙〔斑頭秋沙，小秋沙〕,ミコアイサ
ANSERIFORMES,Anatidae,Lophodytes cucullatus,Hooded Merganser,棕胁秋沙鸭,鏡冠秋沙,オウギアイサ
ANSERIFORMES,Anatidae,Mergus australis,New Zealand Merganser,奥克兰秋沙鸭,黃嘴秋沙1905滅絕,オークランドアイサ
ANSERIFORMES,Anatidae,Mergus octosetaceus,Brazilian Merganser,褐秋沙鸭,髮冠秋沙,クロアイサ
ANSERIFORMES,Anatidae,Mergus merganser,Common Merganser,普通秋沙鸭,川秋沙〔普通秋沙〕,カワアイサ
ANSERIFORMES,Anatidae,Mergus serrator,Red-breasted Merganser,红胸秋沙鸭,紅胸秋沙,ウミアイサ
ANSERIFORMES,Anatidae,Mergus squamatus,Scaly-sided Merganser,中华秋沙鸭,唐秋沙〔中華秋沙，鱗脇秋沙〕,コウライアイサ
ANSERIFORMES,Anatidae,Heteronetta atricapilla,Black-headed Duck,黑头鸭,黑頭鴨,ズグロガモ
ANSERIFORMES,Anatidae,Nomonyx dominicus,Masked Duck,花脸硬尾鸭,花臉硬尾鴨,メンカブリオタテガモ
ANSERIFORMES,Anatidae,Oxyura jamaicensis,Ruddy Duck,棕硬尾鸭,棕硬尾鴨,アカオタテガモ
ANSERIFORMES,Anatidae,Oxyura ferruginea,Andean Duck,安第斯硬尾鸭,安地斯硬尾鴨,アンデスオタテガモ
ANSERIFORMES,Anatidae,Oxyura vittata,Lake Duck,南美硬尾鸭,南美硬尾鴨,コバシオタテガモ
ANSERIFORMES,Anatidae,Oxyura australis,Blue-billed Duck,澳洲硬尾鸭,藍嘴硬尾鴨,オーストラリアオタテガモ
ANSERIFORMES,Anatidae,Oxyura maccoa,Maccoa Duck,非洲硬尾鸭,非洲硬尾鴨,アフリカオタテガモ
ANSERIFORMES,Anatidae,Oxyura leucocephala,White-headed Duck,白头硬尾鸭,白頭硬尾鴨,カオジロオタテガモ
ANSERIFORMES,Anatidae,Biziura lobata,Musk Duck,麝鸭,麝鴨,ニオイガモ
GALLIFORMES,Megapodiidae,Alectura lathami,Australian Brushturkey,大塚雉,叢塚雉,ヤブツカツクリ
GALLIFORMES,Megapodiidae,Aepypodius arfakianus,Wattled Brushturkey,肉垂塚雉,肉垂塚雉,エボシツカツクリ
GALLIFORMES,Megapodiidae,Aepypodius bruijnii,Waigeo Brushturkey,冠塚雉,冠肉垂塚雉,ワイゲウツカツクリ
GALLIFORMES,Megapodiidae,Talegalla cuvieri,Red-billed Brushturkey,红嘴塚雉,紅嘴營塚雉,アカハシツカツクリ
GALLIFORMES,Megapodiidae,Talegalla fuscirostris,Black-billed Brushturkey,黑嘴塚雉,黑嘴營塚雉〔黃腳營塚雉〕,ハシグロツカツクリ
GALLIFORMES,Megapodiidae,Talegalla jobiensis,Collared Brushturkey,褐领塚雉,紅腳營塚雉,チャエリツカツクリ
GALLIFORMES,Megapodiidae,Leipoa ocellata,Malleefowl,斑塚雉,眼斑塚雉,クサムラツカツクリ
GALLIFORMES,Megapodiidae,Macrocephalon maleo,Maleo,塚雉,蘇拉威西塚雉,セレベスツカツクリ
GALLIFORMES,Megapodiidae,Eulipoa wallacei,Moluccan Megapode,摩鹿加塚雉,摩鹿加塚雉,モルッカツカツクリ
GALLIFORMES,Megapodiidae,Megapodius pritchardii,Tongan Megapode,汤加塚雉,東加塚雉,トンガツカツクリ
GALLIFORMES,Megapodiidae,Megapodius laperouse,Micronesian Megapode,马岛塚雉,密克羅尼西亞塚雉,マリアナツカツクリ
GALLIFORMES,Megapodiidae,Megapodius nicobariensis,Nicobar Megapode,尼柯巴塚雉,尼科巴塚雉,ニコバルツカツクリ
GALLIFORMES,Megapodiidae,Megapodius cumingii,Philippine Megapode,菲律宾塚雉,菲律賓塚雉,パラワンツカツクリ
GALLIFORMES,Megapodiidae,Megapodius bernsteinii,Sula Megapode,苏拉塚雉,蘇拉塚雉,スラツカツクリ
GALLIFORMES,Megapodiidae,Megapodius tenimberensis,Tanimbar Megapode,塔岛塚雉,塔尼巴塚雉,タニンバルツカツクリ
GALLIFORMES,Megapodiidae,Megapodius freycinet,Dusky Megapode,暗色塚雉,烏塚雉〔普通塜雉〕,ツカツクリ
GALLIFORMES,Megapodiidae,Megapodius geelvinkianus,Biak Scrubfowl,比岛塚雉,比雅克塚雉,ビアクツカツクリ
GALLIFORMES,Megapodiidae,Megapodius eremita,Melanesian Megapode,红斑塚雉,美拉尼西亞塚雉,メラネシアツカツクリ
GALLIFORMES,Megapodiidae,Megapodius layardi,Vanuatu Megapode,瓦努阿图塚雉,萬那度塚雉,バヌアツツカツクリ
GALLIFORMES,Megapodiidae,Megapodius decollatus,New Guinea Scrubfowl,斑喉塚雉,新幾內亞塚雉,ニューギニアツカツクリ
GALLIFORMES,Megapodiidae,Megapodius reinwardt,Orange-footed Scrubfowl,橙脚塚雉,橙腳塚雉,オーストラリアツカツクリ
GALLIFORMES,Cracidae,Ortalis vetula,Plain Chachalaca,纯色小冠雉,小灰頭稚冠雉,ムジヒメシャクケイ
GALLIFORMES,Cracidae,Ortalis cinereiceps,Grey-headed Chachalaca,灰头小冠雉,灰頭稚冠雉,ハイガシラヒメシャクケイ
GALLIFORMES,Cracidae,Ortalis garrula,Chestnut-winged Chachalaca,栗翅小冠雉,栗翅稚冠雉,チャバネヒメシャクケイ
GALLIFORMES,Cracidae,Ortalis ruficauda,Rufous-vented Chachalaca,棕臀小冠雉,棕臀稚冠雉,ワキアカヒメシャクケイ
GALLIFORMES,Cracidae,Ortalis erythroptera,Rufous-headed Chachalaca,棕头小冠雉,棕頭稚冠雉,ズアカヒメシャクケイ
GALLIFORMES,Cracidae,Ortalis wagleri,Rufous-bellied Chachalaca,棕腹小冠雉,棕腹稚冠雉,アカハラヒメシャクケイ
GALLIFORMES,Cracidae,Ortalis poliocephala,West Mexican Chachalaca,墨西哥小冠雉,墨西哥稚冠雉,メキシコヒメシャクケイ
GALLIFORMES,Cracidae,Ortalis canicollis,Chaco Chachalaca,查科小冠雉,查科稚冠雉,アカオヒメシャクケイ
GALLIFORMES,Cracidae,Ortalis leucogastra,White-bellied Chachalaca,白腹小冠雉,白腹稚冠雉,シロハラヒメシャクケイ
GALLIFORMES,Cracidae,Ortalis guttata,Speckled Chachalaca,鳞斑小冠雉,斑點稚冠雉,ブラジルヒメシャクケイ
GALLIFORMES,Cracidae,Ortalis araucuan,East Brazilian Chachalaca,巴西小冠雉,巴西斑點稚冠雉,ヒガシブラジルヒメシャクケイ
GALLIFORMES,Cracidae,Ortalis squamata,Scaled Chachalaca,点斑小冠雉,鱗斑稚冠雉,ウロコヒメシャクケイ
GALLIFORMES,Cracidae,Ortalis columbiana,Colombian Chachalaca,哥伦比亚小冠雉,哥倫比亞斑點稚冠雉,コロンビアヒメシャクケイ
GALLIFORMES,Cracidae,Ortalis motmot,Little Chachalaca,小冠雉,小稚冠雉,カワリヒメシャクケイ
GALLIFORMES,Cracidae,Ortalis ruficeps,Chestnut-headed Chachalaca,栗头小冠雉,栗頭稚冠雉,
GALLIFORMES,Cracidae,Ortalis superciliaris,Buff-browed Chachalaca,黄眉小冠雉,黃眉稚冠雉,アマゾンヒメシャクケイ
GALLIFORMES,Cracidae,Penelope argyrotis,Band-tailed Guan,斑尾冠雉,斑尾冠雉,オビオシャクケイ
GALLIFORMES,Cracidae,Penelope barbata,Bearded Guan,须冠雉,鬚冠雉,ヒゲシャクケイ
GALLIFORMES,Cracidae,Penelope ortoni,Baudo Guan,古铜冠雉,古銅色冠雉,チャイロシャクケイ
GALLIFORMES,Cracidae,Penelope montagnii,Andean Guan,安第斯冠雉,安地斯冠雉,アンデスシャクケイ
GALLIFORMES,Cracidae,Penelope marail,Marail Guan,绿背冠雉,綠背冠雉,マレイルシャクケイ
GALLIFORMES,Cracidae,Penelope superciliaris,Rusty-margined Guan,眉纹冠雉,眉紋冠雉,チャバネシャクケイ
GALLIFORMES,Cracidae,Penelope dabbenei,Red-faced Guan,红脸冠雉,紅臉冠雉,アカガオシャクケイ
GALLIFORMES,Cracidae,Penelope purpurascens,Crested Guan,紫冠雉,紫冠雉,カンムリシャクケイ
GALLIFORMES,Cracidae,Penelope perspicax,Cauca Guan,考卡冠雉,考加冠雉,アカシャクケイ
GALLIFORMES,Cracidae,Penelope albipennis,White-winged Guan,白翅冠雉,白翅冠雉,ハジロシャクケイ
GALLIFORMES,Cracidae,Penelope jacquacu,Spix's Guan,棕胸冠雉,棕胸冠雉,アマゾンシャクケイ
GALLIFORMES,Cracidae,Penelope obscura,Dusky-legged Guan,乌腿冠雉,烏腿冠雉,クロアシシャクケイ
GALLIFORMES,Cracidae,Penelope bridgesi,Yungas Guan,央葛斯冠雉,,
GALLIFORMES,Cracidae,Penelope pileata,White-crested Guan,白顶冠雉,白頭冠雉,シロガシラシャクケイ
GALLIFORMES,Cracidae,Penelope ochrogaster,Chestnut-bellied Guan,栗腹冠雉,栗腹冠雉,アカハラシャクケイ
GALLIFORMES,Cracidae,Penelope jacucaca,White-browed Guan,白眉冠雉,白眉冠雉,マミジロシャクケイ
GALLIFORMES,Cracidae,Pipile pipile,Trinidad Piping Guan,鸣冠雉,普通鳴冠雉,トリニダードナキシャクケイ
GALLIFORMES,Cracidae,Pipile cumanensis,Blue-throated Piping Guan,蓝喉鸣冠雉,藍喉鳴冠雉,アオノドナキシャクケイ
GALLIFORMES,Cracidae,Pipile grayi,White-throated Piping Guan,白喉鸣冠雉,,
GALLIFORMES,Cracidae,Pipile cujubi,Red-throated Piping Guan,红喉鸣冠雉,紅喉鳴冠雉,アカノドナキシャクケイ
GALLIFORMES,Cracidae,Pipile jacutinga,Black-fronted Piping Guan,黑额鸣冠雉,黑額鳴冠雉,カオグロナキシャクケイ
GALLIFORMES,Cracidae,Aburria aburri,Wattled Guan,肉垂冠雉,肉垂鳴冠雉,ニクダレシャクケイ
GALLIFORMES,Cracidae,Chamaepetes unicolor,Black Guan,黑镰翅冠雉,黑鐮翅冠雉,クロシャクケイ
GALLIFORMES,Cracidae,Chamaepetes goudotii,Sickle-winged Guan,褐镰翅冠雉,鐮翅冠雉,カマバネシャクケイ
GALLIFORMES,Cracidae,Penelopina nigra,Highland Guan,山冠雉,高原冠雉,ヒメクロシャクケイ
GALLIFORMES,Cracidae,Oreophasis derbianus,Horned Guan,角冠雉,角冠雉,ツノシャクケイ
GALLIFORMES,Cracidae,Nothocrax urumutum,Nocturnal Curassow,夜冠雉,夜冠雉,カンムリホウカンチョウ
GALLIFORMES,Cracidae,Mitu tomentosum,Crestless Curassow,无冠盔嘴雉,小刀嘴鳳冠雉,コチャバラホウカンチョウ
GALLIFORMES,Cracidae,Mitu salvini,Salvin's Curassow,白腹盔嘴雉,沙文氏刀嘴鳳冠雉,シロハラホウカンチョウ
GALLIFORMES,Cracidae,Mitu tuberosum,Razor-billed Curassow,巨嘴盔嘴雉,大刀嘴鳳冠雉,アマゾンホウカンチョウ
GALLIFORMES,Cracidae,Mitu mitu,Alagoas Curassow,阿拉戈盔嘴雉,刀嘴鳳冠雉,チャバラホウカンチョウ
GALLIFORMES,Cracidae,Pauxi pauxi,Helmeted Curassow,盔凤冠雉,盔鳳冠雉,カブトホウカンチョウ
GALLIFORMES,Cracidae,Pauxi unicornis,Horned Curassow,单盔凤冠雉,單盔鳳冠雉,ミナミカブトホウカンチョウ
GALLIFORMES,Cracidae,Pauxi koepckeae,Sira Curassow,希拉盔嘴雉,席拉鳳冠雉,シラホウカンチョウ
GALLIFORMES,Cracidae,Crax rubra,Great Curassow,大凤冠雉,大鳳冠雉,オオホウカンチョウ
GALLIFORMES,Cracidae,Crax alberti,Blue-billed Curassow,蓝嘴凤冠雉,藍瘤鳳冠雉,アオコブホウカンチョウ
GALLIFORMES,Cracidae,Crax daubentoni,Yellow-knobbed Curassow,黄瘤凤冠雉,黃瘤鳳冠雉,キコブホウカンチョウ
GALLIFORMES,Cracidae,Crax alector,Black Curassow,黑凤冠雉,黑鳳冠雉,メスグロホウカンチョウ
GALLIFORMES,Cracidae,Crax globulosa,Wattled Curassow,肉垂凤冠雉,肉垂鳳冠雉,ホオダレホウカンチョウ
GALLIFORMES,Cracidae,Crax fasciolata,Bare-faced Curassow,裸脸凤冠雉,裸臉鳳冠雉,ハゲガオホウカンチョウ
GALLIFORMES,Cracidae,Crax blumenbachii,Red-billed Curassow,红嘴凤冠雉,紅嘴鳳冠雉,アカハシホウカンチョウ
GALLIFORMES,Numididae,Agelastes meleagrides,White-breasted Guineafowl,白胸珠鸡,白胸珠雞,ムナジロホロホロチョウ
GALLIFORMES,Numididae,Agelastes niger,Black Guineafowl,黑珠鸡,黑珠雞,クロホロホロチョウ
GALLIFORMES,Numididae,Numida meleagris,Helmeted Guineafowl,珠鸡,普通珠雞,ホロホロチョウ
GALLIFORMES,Numididae,Guttera plumifera,Plumed Guineafowl,长冠珠鸡,西非冠珠雞,コカンムリホロホロチョウ
GALLIFORMES,Numididae,Guttera verreauxi,Western Crested Guineafowl,西冠珠鸡,,
GALLIFORMES,Numididae,Guttera pucherani,Eastern Crested Guineafowl,冠珠鸡,肯亞冠珠雞,カンムリホロホロチョウ
GALLIFORMES,Numididae,Guttera edouardi,Southern Crested Guineafowl,南冠珠鸡,,
GALLIFORMES,Numididae,Acryllium vulturinum,Vulturine Guineafowl,鹫珠鸡,鷲珠雞,フサホロホロチョウ
GALLIFORMES,Odontophoridae,Ptilopachus petrosus,Stone Partridge,石鹑,石鶉,イシシャコ
GALLIFORMES,Odontophoridae,Ptilopachus nahani,Nahan's Partridge,纳氏石鹑,納罕氏鷓鴣,コンゴモリシャコ
GALLIFORMES,Odontophoridae,Dendrortyx leucophrys,Buffy-crowned Wood Partridge,黄顶林鹑,黃頂樹鶉,シロマユオナガウズラ
GALLIFORMES,Odontophoridae,Dendrortyx macroura,Long-tailed Wood Partridge,长尾林鹑,長尾樹鶉,オナガウズラ
GALLIFORMES,Odontophoridae,Dendrortyx barbatus,Bearded Wood Partridge,须林鹑,髭樹鶉,ヒゲウズラ
GALLIFORMES,Odontophoridae,Oreortyx pictus,Mountain Quail,山翎鹑,山鶉〔刀翎鶉〕,ツノウズラ
GALLIFORMES,Odontophoridae,Callipepla squamata,Scaled Quail,鳞斑鹑,鱗斑翎鶉,ウロコウズラ
GALLIFORMES,Odontophoridae,Callipepla douglasii,Elegant Quail,华丽翎鹑,優雅翎鶉,エボシウズラ
GALLIFORMES,Odontophoridae,Callipepla californica,California Quail,珠颈斑鹑,珠頸翎鶉,カンムリウズラ
GALLIFORMES,Odontophoridae,Callipepla gambelii,Gambel's Quail,黑腹翎鹑,黑腹翎鶉,ズアカカンムリウズラ
GALLIFORMES,Odontophoridae,Philortyx fasciatus,Banded Quail,斑鹑,斑鶉,ヨコフウズラ
GALLIFORMES,Odontophoridae,Colinus virginianus,Northern Bobwhite,山齿鹑,山齒鶉,コリンウズラ
GALLIFORMES,Odontophoridae,Colinus nigrogularis,Yucatan Bobwhite,黑喉齿鹑,黑喉齒鶉,ノドグロコリン
GALLIFORMES,Odontophoridae,Colinus leucopogon,Spot-bellied Bobwhite,斑胸齿鹑,斑腹齒鶉,ノドジロコリン
GALLIFORMES,Odontophoridae,Colinus cristatus,Crested Bobwhite,冠齿鹑,冠齒鶉,カンムリコリン
GALLIFORMES,Odontophoridae,Odontophorus gujanensis,Marbled Wood Quail,云斑林鹑,雲斑林鶉,ギアナウズラ
GALLIFORMES,Odontophoridae,Odontophorus capueira,Spot-winged Wood Quail,斑翅林鹑,點翅林鶉,ジャネイロウズラ
GALLIFORMES,Odontophoridae,Odontophorus melanotis,Black-eared Wood Quail,黑耳林鹑,黑耳林鶉,ミミグロウズラ
GALLIFORMES,Odontophoridae,Odontophorus erythrops,Rufous-fronted Wood Quail,棕额林鹑,棕額林鶉,チャミミウズラ
GALLIFORMES,Odontophoridae,Odontophorus atrifrons,Black-fronted Wood Quail,黑额林鹑,黑額林鶉,クロビタイウズラ
GALLIFORMES,Odontophoridae,Odontophorus hyperythrus,Chestnut Wood Quail,栗林鹑,栗林鶉,チャノドウズラ
GALLIFORMES,Odontophoridae,Odontophorus melanonotus,Dark-backed Wood Quail,暗背林鹑,黑背林鶉,セグロウズラ
GALLIFORMES,Odontophoridae,Odontophorus speciosus,Rufous-breasted Wood Quail,棕胸林鹑,棕胸林鶉,チャバラウズラ
GALLIFORMES,Odontophoridae,Odontophorus dialeucos,Tacarcuna Wood Quail,黑顶林鹑,黑頂林鶉,パナマクビワウズラ
GALLIFORMES,Odontophoridae,Odontophorus strophium,Gorgeted Wood Quail,领林鹑,領林鶉,クビワウズラ
GALLIFORMES,Odontophoridae,Odontophorus columbianus,Venezuelan Wood Quail,委内瑞拉林鹑,委內端拉林鶉,ベネズエラウズラ
GALLIFORMES,Odontophoridae,Odontophorus leucolaemus,Black-breasted Wood Quail,白喉林鹑,白喉林鶉〔黑胸林鶉〕,ノドジロウズラ
GALLIFORMES,Odontophoridae,Odontophorus balliviani,Stripe-faced Wood Quail,纹颊林鹑,紋頰林鶉,シロボシウズラ
GALLIFORMES,Odontophoridae,Odontophorus stellatus,Starred Wood Quail,黄眼斑林鹑,星林鶉,ホシウズラ
GALLIFORMES,Odontophoridae,Odontophorus guttatus,Spotted Wood Quail,点斑林鹑,點林鶉,マダラウズラ
GALLIFORMES,Odontophoridae,Dactylortyx thoracicus,Singing Quail,歌鹑,歌鶉,ユビナガウズラ
GALLIFORMES,Odontophoridae,Cyrtonyx montezumae,Montezuma Quail,彩鹑,彩鶉,シロマダラウズラ
GALLIFORMES,Odontophoridae,Cyrtonyx ocellatus,Ocellated Quail,眼斑彩鹑,眼斑彩鶉,タマフウズラ
GALLIFORMES,Odontophoridae,Rhynchortyx cinctus,Tawny-faced Quail,茶脸鹑,茶臉鶉,アシナガコリン
GALLIFORMES,Phasianidae,Xenoperdix udzungwensis,Udzungwa Forest Partridge,坦桑尼亚鹑,坦尚尼亞林鷓鴣,ウズンガモリテッケイ
GALLIFORMES,Phasianidae,Xenoperdix obscuratus,Rubeho Forest Partridge,鲁山鹑,烏黑林鷓鴣,
GALLIFORMES,Phasianidae,Caloperdix oculeus,Ferruginous Partridge,锈红林鹧鸪,鏽紅林鷓鴣,アカチャシャコ
GALLIFORMES,Phasianidae,Rollulus rouloul,Crested Partridge,冕鹧鸪,冕鷓鴣,カンムリシャコ
GALLIFORMES,Phasianidae,Melanoperdix niger,Black Partridge,黑鹑,黑鶉,クマシャコ
GALLIFORMES,Phasianidae,Arborophila torqueola,Hill Partridge,环颈山鹧鸪,環頸山鷓鴣,チャガシラミヤマテッケイ
GALLIFORMES,Phasianidae,Arborophila rufipectus,Sichuan Partridge,四川山鹧鸪,四川山鷓鴣,シセンミヤマテッケイ
GALLIFORMES,Phasianidae,Arborophila mandellii,Chestnut-breasted Partridge,红胸山鹧鸪,紅胸山鷓鴣,ムネアカミヤマテッケイ
GALLIFORMES,Phasianidae,Arborophila gingica,White-necklaced Partridge,白眉山鹧鸪,白額山鷓鴣〔白眉山鷓鴣〕,フッケンミヤマテッケイ
GALLIFORMES,Phasianidae,Arborophila rufogularis,Rufous-throated Partridge,红喉山鹧鸪,紅喉山鷓鴣,ノドアカミヤマテッケイ
GALLIFORMES,Phasianidae,Arborophila rubrirostris,Red-billed Partridge,红嘴山鹧鸪,紅嘴山鷓鴣,アカハシミヤマテッケイ
GALLIFORMES,Phasianidae,Arborophila diversa,Siamese Partridge,泰国山鹧鸪,暹羅山鷓鴣,タイミヤマテッケイ
GALLIFORMES,Phasianidae,Arborophila cambodiana,Chestnut-headed Partridge,栗头山鹧鸪,栗頭山鷓鴣,カンボジアミヤマテッケイ
GALLIFORMES,Phasianidae,Arborophila ardens,Hainan Partridge,海南山鹧鸪,海南山鷓鴣,ハイナンミヤマテッケイ
GALLIFORMES,Phasianidae,Arborophila crudigularis,Taiwan Partridge,台湾山鹧鸪,深山竹雞 〔臺灣山鷓鴣〕,ミヤマテッケイ
GALLIFORMES,Phasianidae,Arborophila atrogularis,White-cheeked Partridge,白颊山鹧鸪,白頰山鷓鴣,ノドグロミヤマテッケイ
GALLIFORMES,Phasianidae,Arborophila brunneopectus,Bar-backed Partridge,褐胸山鹧鸪,斑背山鷓鴣,チャムネミヤマテッケイ
GALLIFORMES,Phasianidae,Arborophila davidi,Orange-necked Partridge,橙颈山鹧鸪,橙頸山鷓鴣,サイゴンミヤマテッケイ
GALLIFORMES,Phasianidae,Arborophila hyperythra,Red-breasted Partridge,赤胸山鹧鸪,赤胸山鷓鴣,ボルネオミヤマテッケイ
GALLIFORMES,Phasianidae,Arborophila campbelli,Malayan Partridge,马来山鹧鸪,馬來山鷓鴣,マレーシアミヤマテッケイ
GALLIFORMES,Phasianidae,Arborophila rolli,Roll's Partridge,罗氏山鹧鸪,勞氏山鷓鴣,キタスマトラミヤマテッケイ
GALLIFORMES,Phasianidae,Arborophila sumatrana,Sumatran Partridge,苏门答腊山鹧鸪,蘇門答臘山鷓鴣,スマトラミヤマテッケイ
GALLIFORMES,Phasianidae,Arborophila javanica,Chestnut-bellied Partridge,棕腹山鹧鸪,栗腹山鷓鴣,ジャワミヤマテッケイ
GALLIFORMES,Phasianidae,Arborophila orientalis,Grey-breasted Partridge,灰胸山鹧鸪,灰胸山鷓鴣〔白臉山鷓鴣〕,ハイムネミヤマテッケイ
GALLIFORMES,Phasianidae,Lerwa lerwa,Snow Partridge,雪鹑,雪鶉,ユキシャコ
GALLIFORMES,Phasianidae,Ithaginis cruentus,Blood Pheasant,血雉,血雉,ベニキジ
GALLIFORMES,Phasianidae,Tragopan melanocephalus,Western Tragopan,黑头角雉,黑頭角雉,ハイイロジュケイ
GALLIFORMES,Phasianidae,Tragopan satyra,Satyr Tragopan,红胸角雉,紅胸角雉,ヒオドシジュケイ
GALLIFORMES,Phasianidae,Tragopan blythii,Blyth's Tragopan,灰腹角雉,灰腹角雉,ミヤマジュケイ
GALLIFORMES,Phasianidae,Tragopan temminckii,Temminck's Tragopan,红腹角雉,紅腹角雉,ベニジュケイ
GALLIFORMES,Phasianidae,Tragopan caboti,Cabot's Tragopan,黄腹角雉,黃腹角雉,ジュケイ
GALLIFORMES,Phasianidae,Tetraophasis obscurus,Verreaux's Monal-Partridge,红喉雉鹑,雉鶉,キジシャコ
GALLIFORMES,Phasianidae,Tetraophasis szechenyii,Szechenyi's Monal-Partridge,黄喉雉鹑,四川雉鶉,チベットキジシャコ
GALLIFORMES,Phasianidae,Lophophorus impejanus,Himalayan Monal,棕尾虹雉,棕尾虹雉,ニジキジ
GALLIFORMES,Phasianidae,Lophophorus sclateri,Sclater's Monal,白尾梢虹雉,白尾梢虹雉,オジロニジキジ
GALLIFORMES,Phasianidae,Lophophorus lhuysii,Chinese Monal,绿尾虹雉,綠尾虹雉,カラニジキジ
GALLIFORMES,Phasianidae,Pucrasia macrolopha,Koklass Pheasant,勺鸡,勺雞,ミノキジ
GALLIFORMES,Phasianidae,Meleagris gallopavo,Wild Turkey,火鸡,吐綬雞,シチメンチョウ
GALLIFORMES,Phasianidae,Meleagris ocellata,Ocellated Turkey,眼斑火鸡,眼斑吐綬雞,ヒョウモンシチメンチョウ
GALLIFORMES,Phasianidae,Bonasa umbellus,Ruffed Grouse,披肩榛鸡,披肩榛雞,エリマキライチョウ
GALLIFORMES,Phasianidae,Tetrastes bonasia,Hazel Grouse,花尾榛鸡,花尾榛雞,エゾライチョウ
GALLIFORMES,Phasianidae,Tetrastes sewerzowi,Chinese Grouse,斑尾榛鸡,斑尾榛雞,ミヤマエゾライチョウ
GALLIFORMES,Phasianidae,Centrocercus urophasianus,Sage Grouse,艾草松鸡,大艾草榛雞,キジオライチョウ
GALLIFORMES,Phasianidae,Centrocercus minimus,Gunnison Grouse,小艾草松鸡,小艾草榛雞,ガニソンキジオライチョウ
GALLIFORMES,Phasianidae,Dendragapus obscurus,Dusky Grouse,蓝镰翅鸡,藍鐮樹雞,アオライチョウ
