order,family,scientific,en,zh-hans,zh-hant,ja
PASSERIFORMES,Campephagidae,Coracina javensis,Javan Cuckooshrike,爪哇鹃鵙,爪哇鵑鵙,ジャワオニサンショウクイ
PASSERIFORMES,Campephagidae,Coracina macei,Large Cuckooshrike,大鹃鵙,花翅山椒鳥〔大鵑鵙〕,オオオニサンショウクイ
PASSERIFORMES,Campephagidae,Coracina dobsoni,Andaman Cuckooshrike,安达曼鹃鵙,安達曼鵑鵙,アンダマンオオサンショウクイ
PASSERIFORMES,Campephagidae,Coracina schistacea,Slaty Cuckooshrike,青灰鹃鵙,石板灰鵑鵙,スーラオニサンショウクイ
PASSERIFORMES,Campephagidae,Coracina leucopygia,White-rumped Cuckooshrike,白腰鹃鵙,白腰鵑鵙,コシジロオオサンショウクイ
PASSERIFORMES,Campephagidae,Coracina larvata,Sunda Cuckooshrike,巽他鹃鵙,巽他鵑鵙,カオグロオオサンショウクイ
PASSERIFORMES,Campephagidae,Coracina papuensis,White-bellied Cuckooshrike,白腹鹃鵙,巴布亞鵑鵙,パプアオオサンショウクイ
PASSERIFORMES,Campephagidae,Coracina ingens,Manus Cuckooshrike,马努斯鹃鵙,曼奴斯鵑鵙,マヌスオニサンショウクイ
PASSERIFORMES,Campephagidae,Coracina atriceps,Moluccan Cuckooshrike,摩鹿加鹃鵙,摩鹿加鵑鵙,モルッカオニサンショウクイ
PASSERIFORMES,Campephagidae,Campephaga flava,Black Cuckooshrike,黑鹃鵙,黑鵑鵙,アフリカクロサンショウクイ
PASSERIFORMES,Campephagidae,Campephaga phoenicea,Red-shouldered Cuckooshrike,红肩鹃鵙,紅肩鵑鵙,クロサンショウクイ
PASSERIFORMES,Campephagidae,Campephaga petiti,Petit's Cuckooshrike,红腹鹃鵙,紅腹鵑鵙,コンゴクロサンショウクイ
PASSERIFORMES,Campephagidae,Campephaga quiscalina,Purple-throated Cuckooshrike,紫喉鹃鵙,紫喉鵑鵙,テリサンショウクイ
PASSERIFORMES,Campephagidae,Lobotos lobatus,Western Wattled Cuckooshrike,加纳鹃鵙,肉垂鵑鵙,ホオダレサンショウクイ
PASSERIFORMES,Campephagidae,Lobotos oriolinus,Eastern Wattled Cuckooshrike,鹂鹃鵙,鸝鵑鵙,ヒガシホオダレサンショウクイ
PASSERIFORMES,Campephagidae,Campochaera sloetii,Golden Cuckooshrike,橙鹃鵙,橙鵑鵙,オレンジサンショウクイ
PASSERIFORMES,Campephagidae,Malindangia mcgregori,McGregor's Cuckooshrike,尖尾鹃鵙,尖尾鵑鵙,ミンダナオオオサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma anale,New Caledonian Cuckooshrike,山鹃鵙,山鵑鵙,カレドニアオオサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma ostentum,White-winged Cuckooshrike,白翅鹃鵙,白翅鵑鵙,ハジロオオサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma coerulescens,Blackish Cuckooshrike,菲律宾黑鹃鵙,淡黑鵑鵙,フィリピンオオサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma montanum,Black-bellied Cuckooshrike,高山鹃鵙,黑腹鵑鵙,クロハラオオサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma dohertyi,Pale-shouldered Cicadabird,多氏鹃鵙,松巴鵑鵙,スンバオオサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma dispar,Kai Cicadabird,凯岛鹃鵙,凱島鵑鵙,カイサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma schisticeps,Grey-headed Cuckooshrike,灰头鹃鵙,灰頭鵑鵙,ホオグロオオサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma ceramense,Pale Cicadabird,灰白鹃鵙,淡色鵑鵙,ウスズミオオサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma mindanense,Black-bibbed Cicadabird,黑胸鹃鵙,黑領鵑鵙,クロムネオオサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma salomonis,Makira Cicadabird,灰腹鹃鵙,馬契拉鵑鵙,ソロモンセミサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma holopolium,Solomons Cuckooshrike,黑腹鹃鵙,所羅門鵑鵙,ソロモンオオサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma morio,Sulawesi Cicadabird,苏拉鹃鵙,蘇拉威西鵑鵙,ネズミオオサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma incertum,Black-shouldered Cicadabird,黑肩鹃鵙,黑肩鵑鵙,カタグロオオサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma remotum,Grey-capped Cicadabird,灰顶鹃鵙,灰頂鵑鵙,ハイガシラセミサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma sula,Sula Cicadabird,苏岛鹃鵙,蘇拉鵑鵙,スラサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma tenuirostre,Common Cicadabird,长嘴鹃鵙,長嘴鵑鵙,セミサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma admiralitatis,Admiralty Cicadabird,阿岛鹃鵙,曼奴斯長嘴鵑鵙,マヌスオオサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma monacha,Palau Cicadabird,帕劳鹃鵙,帛琉鵑鵙,パラウセミサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma nesiotis,Yap Cicadabird,雅岛鹃鵙,雅浦島鵑鵙,
PASSERIFORMES,Campephagidae,Edolisoma insperatum,Pohnpei Cicadabird,波岛鹃鵙,浦恩北鵑鵙,
PASSERIFORMES,Campephagidae,Edolisoma melas,Black Cicadabird,新几内亚鹃鵙,新幾內亞鵑鵙,クロオオサンショウクイ
PASSERIFORMES,Campephagidae,Edolisoma parvulum,Halmahera Cuckooshrike,哈岛鹃鵙,哈馬赫拉島鵑鵙,ハルマヘラオオサンショウクイ
PASSERIFORMES,Campephagidae,Celebesica abbotti,Pygmy Cuckooshrike,姬鹃鵙,侏鵑鵙,ミヤマオオサンショウクイ
PASSERIFORMES,Campephagidae,Cyanograucalus azureus,Blue Cuckooshrike,蓝鹃鵙,藍鵑鵙,ルリオオサンショウクイ
PASSERIFORMES,Campephagidae,Lalage maculosa,Polynesian Triller,斑鸣鹃鵙,斑原鵑鵙,ポリネシアナキサンショウクイ
PASSERIFORMES,Campephagidae,Lalage sharpei,Samoan Triller,萨摩亚鸣鹃鵙,薩摩亞原鵑鵙,サモアナキサンショウクイ
PASSERIFORMES,Campephagidae,Lalage sueurii,White-shouldered Triller,白肩鸣鹃鵙,白肩原鵑鵙,ハジロナキサンショウクイ
PASSERIFORMES,Campephagidae,Lalage leucopyga,Long-tailed Triller,长尾鸣鹃鵙,長尾原鵑鵙,オナガナキサンショウクイ
PASSERIFORMES,Campephagidae,Lalage tricolor,White-winged Triller,白翅鸣鹃鵙,白翅原鵑鵙,ミイロサンショウクイ
PASSERIFORMES,Campephagidae,Lalage aurea,Rufous-bellied Triller,金腹鸣鹃鵙,金腹原鵑鵙,モルッカナキサンショウクイ
PASSERIFORMES,Campephagidae,Lalage atrovirens,Black-browed Triller,黑眉鸣鹃鵙,黑眉原鵑鵙,マユグロナキサンショウクイ
PASSERIFORMES,Campephagidae,Lalage leucoptera,Biak Triller,比岛鸣鹃鵙,,
PASSERIFORMES,Campephagidae,Lalage moesta,White-browed Triller,白眉鸣鹃鵙,白眉原鵑鵙,マミジロサンショウクイ
PASSERIFORMES,Campephagidae,Lalage leucomela,Varied Triller,杂色鸣鹃鵙,善變原鵑鵙,マミジロナキサンショウクイ
PASSERIFORMES,Campephagidae,Lalage conjuncta,Mussau Triller,圣岛鹃鵙,木騷島鵑鵙,ビスマルクナキサンショウクイ
PASSERIFORMES,Campephagidae,Lalage melanoleuca,Black-and-white Triller,黑白鸣鹃鵙,黑白原鵑鵙,オニナキサンショウクイ
PASSERIFORMES,Campephagidae,Lalage nigra,Pied Triller,黑鸣鹃鵙,黑原鵑鵙〔斑鳴鵑鵙〕,マダラナキサンショウクイ
PASSERIFORMES,Campephagidae,Lalage leucopygialis,White-rumped Triller,白腰鸣鹃鵙,白腰原鵑鵙,コシジロナキサンショウクイ
PASSERIFORMES,Campephagidae,Lalage melaschistos,Black-winged Cuckooshrike,暗灰鹃鵙,黑翅山椒鳥〔暗灰鵑鵙〕,アサクラサンショウクイ
PASSERIFORMES,Campephagidae,Lalage melanoptera,Black-headed Cuckooshrike,黑头鹃鵙,黑頭鵑鵙,ズグロアサクラサンショウクイ
PASSERIFORMES,Campephagidae,Lalage polioptera,Indochinese Cuckooshrike,灰鹃鵙,灰鵑鵙,ハイイロアサクラサンショウクイ
PASSERIFORMES,Campephagidae,Lalage fimbriata,Lesser Cuckooshrike,缨鹃鵙,纓鵑鵙,コアサクラサンショウクイ
PASSERIFORMES,Campephagidae,Lalage typica,Mauritius Cuckooshrike,毛里求斯鹃鵙,模里西斯鵑鵙,モーリシャスオオサンショウクイ
PASSERIFORMES,Campephagidae,Lalage newtoni,Reunion Cuckooshrike,留岛鹃鵙,留尼旺鵑鵙,レユニオンオオサンショウクイ
PASSERIFORMES,Mohouidae,Mohoua ochrocephala,Yellowhead,黄头刺莺,黃頭刺鶯,キイロモフアムシクイ
PASSERIFORMES,Mohouidae,Mohoua albicilla,Whitehead,白头刺莺,白頭刺鶯,シロモフアムシクイ
PASSERIFORMES,Mohouidae,Mohoua novaeseelandiae,Pipipi,新西兰刺莺,雀刺鶯,ニュージーランドムシクイ
PASSERIFORMES,Neosittidae,Daphoenositta chrysoptera,Varied Sittella,杂色澳䴓,多彩澳鳾,オーストラリアゴジュウカラ
PASSERIFORMES,Neosittidae,Daphoenositta papuensis,Papuan Sittella,巴布亚澳䴓,巴布亞澳鳾,パプアゴジュウカラ
PASSERIFORMES,Neosittidae,Daphoenositta miranda,Black Sittella,黑澳䴓,澳鳾,アカガオゴジュウカラ
PASSERIFORMES,Eulacestomatidae,Eulacestoma nigropectus,Wattled Ploughbill,肉垂犁嘴鸟,肉垂鵙雀,ホオダレモズガラ
PASSERIFORMES,Oreoicidae,Aleadryas rufinucha,Rufous-naped Bellbird,棕颈钟鹟,棕頸嘯鶲,アカエリモズヒタキ
PASSERIFORMES,Oreoicidae,Ornorectes cristatus,Piping Bellbird,冠林钟鹟,冠林鵙鶲,カンムリモリモズ
PASSERIFORMES,Oreoicidae,Oreoica gutturalis,Crested Bellbird,冠钟鹟,冠鐘刺鶯,カンムリモズヒタキ
PASSERIFORMES,Falcunculidae,Falcunculus whitei,Northern Shriketit,北鵙雀鹟,,キタハシブトモズヒタキ
PASSERIFORMES,Falcunculidae,Falcunculus leucogaster,Western Shriketit,西鵙雀鹟,,ニシハシブトモズヒタキ
PASSERIFORMES,Falcunculidae,Falcunculus frontatus,Eastern Shriketit,东鵙雀鹟,冠鵙雀,ハシブトモズヒタキ
PASSERIFORMES,Pachycephalidae,Coracornis raveni,Maroon-backed Whistler,栗背啸鹟,栗背嘯鶇,セレベスモズヒタキ
PASSERIFORMES,Pachycephalidae,Coracornis sanghirensis,Sangihe Whistler,桑岛啸鹟,桑吉島嘯鶇,サンギヘモズヒタキ
PASSERIFORMES,Pachycephalidae,Melanorectes nigrescens,Black Pitohui,黑林鵙鹟,黑林鵙鶲,クロモリモズ
PASSERIFORMES,Pachycephalidae,Pachycephala olivacea,Olive Whistler,绿啸鹟,綠嘯鶲,オリーブモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala rufogularis,Red-lored Whistler,红眼先啸鹟,紅喉嘯鶲,ノドアカモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala inornata,Gilbert's Whistler,吉氏啸鹟,吉爾伯特嘯鶲,メグロモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala cinerea,Mangrove Whistler,红树啸鹟,紅樹嘯鶲,マングローブモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala albiventris,Green-backed Whistler,绿背啸鹟,綠背嘯鶲,セミドリモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala homeyeri,White-vented Whistler,白臀啸鹟,白臀嘯鶲,シロシリモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala phaionota,Island Whistler,海岛啸鹟,島嶼嘯鶲,ハマベモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala melanorhyncha,Biak Whistler,比岛棕鵙鹟,,ビアクモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala hyperythra,Rusty Whistler,棕胸啸鹟,棕胸嘯鶲,ムネアカモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala modesta,Brown-backed Whistler,褐背啸鹟,褐背嘯鶲,コモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala philippinensis,Yellow-bellied Whistler,黄腹啸鹟,黃腹嘯鶲,フィリピンモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala sulfuriventer,Sulphur-vented Whistler,硫黄腹啸鹟,硫黃臀嘯鶲,セレベスヤマモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala hypoxantha,Bornean Whistler,加里啸鹟,婆羅洲嘯鶲,ボルネオモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala meyeri,Vogelkop Whistler,弗格克啸鹟,弗格寇普嘯鶲,ハイガシラモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala simplex,Grey Whistler,灰啸鹟,褐嘯鶲,チャイロモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala orpheus,Fawn-breasted Whistler,褐胸啸鹟,帝汶嘯鶲,チモールモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala soror,Sclater's Whistler,黑领啸鹟,黑領嘯鶲,ズグロモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala fulvotincta,Rusty-breasted Whistler,锈红胸啸鹟,鏽胸嘯鶲,ニシキバラモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala macrorhyncha,Yellow-throated Whistler,黄喉啸鹟,黃喉嘯鶲,キノドモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala balim,Baliem Whistler,巴列姆啸鹟,巴列姆嘯鶲,バリエムモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala mentalis,Black-chinned Whistler,黑颏啸鹟,黑頰嘯鶲,クロアゴモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala pectoralis,Australian Golden Whistler,金啸鹟,金嘯鶲,キバラモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala fuliginosa,Western Whistler,西方啸鹟,西方嘯鶲,ニシモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala citreogaster,Bismarck Whistler,俾斯麦啸鹟,俾斯麥嘯鶲,ビスマルクモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala orioloides,Oriole Whistler,鹂啸鹟,鸝嘯鶲,コウライウグイスモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala collaris,Louisiade Whistler,路易啸鹟,路易息嘯鶲,ルイシアードモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala feminina,Rennell Whistler,橄榄背啸鹟,連內爾嘯鶲,レンネルモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala chlorura,Melanesian Whistler,美岛啸鹟,萬那度嘯鶲,バヌアツモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala caledonica,New Caledonian Whistler,新喀啸鹟,新喀里多尼亞嘯鶲,ノドジロモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala vitiensis,Fiji Whistler,斐济啸鹟,斐濟嘯鶲,フィジーモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala vanikorensis,Temotu Whistler,泰莫图啸鹟,土木土嘯鶲,テモツモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala jacquinoti,Tongan Whistler,汤加啸鹟,東加嘯鶲,トンガモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala melanura,Mangrove Golden Whistler,黑尾啸鹟,黑尾嘯鶲,キンイロモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala flavifrons,Samoan Whistler,黄额啸鹟,薩摩亞嘯鶲,キビタイモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala implicata,Hooded Whistler,山啸鹟,瓜達卡納爾島山嘯鶲,ソロモンモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala richardsi,Bougainville Whistler,黑喉山啸鹟,布干維爾島山嘯鶲,ブーゲンビルモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala nudigula,Bare-throated Whistler,裸喉啸鹟,巽他斑喉嘯鶲,ハゲノドモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala lorentzi,Lorentz's Whistler,罗氏啸鹟,羅倫茲氏嘯鶲,アオムネモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala schlegelii,Regent Whistler,斯氏啸鹟,斯萊氏嘯鶲,キエリモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala aurea,Golden-backed Whistler,黄背啸鹟,黃背嘯鶲,キイロモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala rufiventris,Rufous Whistler,棕啸鹟,棕嘯鶲,アカハラモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala monacha,Black-headed Whistler,阿鲁啸鹟,黑頭嘯鶲,ニューギニアズグロモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala leucogastra,White-bellied Whistler,白腹啸鹟,白腹嘯鶲,ニューギニアシロハラモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala arctitorquis,Wallacean Whistler,印尼啸鹟,華勒西亞嘯鶲,ウォーレシアモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala griseonota,Drab Whistler,褐啸鹟,純色褐嘯鶲,スナイロモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala johni,Cinnamon-breasted Whistler,红胸啸鹟,桂紅胸嘯鶲,
PASSERIFORMES,Pachycephalidae,Pachycephala lanioides,White-breasted Whistler,白胸啸鹟,白胸嘯鶲,シロハラモズヒタキ
PASSERIFORMES,Pachycephalidae,Pachycephala tenebrosa,Morningbird,帕劳啸鹟,晨鵙鶇,モリモズ
PASSERIFORMES,Pachycephalidae,Pseudorectes incertus,White-bellied Pitohui,斑胸林鵙鹟,斑胸林鵙鶲,ムナフモリモズ
PASSERIFORMES,Pachycephalidae,Pseudorectes ferrugineus,Rusty Pitohui,锈色林鵙鹟,褐色林鵙鶲,サビイロモリモズ
PASSERIFORMES,Pachycephalidae,Colluricincla boweri,Bower's Shrikethrush,纹胸鵙鹟,紋胸鵙鶇,ムナフモズツグミ
PASSERIFORMES,Pachycephalidae,Colluricincla tenebrosa,Sooty Shrikethrush,乌鵙鹟,烏鵙鶇,ススイロモズツグミ
PASSERIFORMES,Pachycephalidae,Colluricincla megarhyncha,Arafura Shrikethrush,棕鵙鹟,棕鵙鶇,チャイロモズツグミ
PASSERIFORMES,Pachycephalidae,Colluricincla fortis,Variable Shrikethrush,群岛棕鵙鹟,,
PASSERIFORMES,Pachycephalidae,Colluricincla affinis,Waigeo Shrikethrush,卫吉岛棕鵙鹟,,
PASSERIFORMES,Pachycephalidae,Colluricincla obscura,Mamberamo Shrikethrush,褐鵙鹟,,
PASSERIFORMES,Pachycephalidae,Colluricincla discolor,Tagula Shrikethrush,塔古棕鵙鹟,,
PASSERIFORMES,Pachycephalidae,Colluricincla tappenbecki,Sepik-Ramu Shrikethrush,塞皮克拉穆棕鵙鹟,,
PASSERIFORMES,Pachycephalidae,Colluricincla rufogaster,Rufous Shrikethrush,澳洲棕鵙鹟,,アカハラモズツグミ
PASSERIFORMES,Pachycephalidae,Colluricincla harmonica,Grey Shrikethrush,灰鵙鹟,灰鵙鶇,ハイイロモズツグミ
PASSERIFORMES,Pachycephalidae,Colluricincla woodwardi,Sandstone Shrikethrush,褐胸鵙鹟,褐胸鵙鶇,チャバラモズツグミ
PASSERIFORMES,Vireonidae,Pteruthius xanthochlorus,Green Shrike-babbler,淡绿鵙鹛,淡綠鵙鶥,ミドリモズチメドリ
PASSERIFORMES,Vireonidae,Pteruthius melanotis,Black-eared Shrike-babbler,栗喉鵙鹛,栗喉鵙鶥,クリノドモズチメドリ
PASSERIFORMES,Vireonidae,Pteruthius rufiventer,Black-headed Shrike-babbler,棕腹鵙鹛,棕腹鵙鶥,セアカモズチメドリ
PASSERIFORMES,Vireonidae,Pteruthius aeralatus,White-browed Shrike-babbler,红翅鵙鹛,布萊氏鵙鶥,ブライスモズチメドリ
PASSERIFORMES,Vireonidae,Pteruthius flaviscapis,Pied Shrike-babbler,爪哇红翅鵙鹛,紅翅鵙鶥,アカバネモズチメドリ
PASSERIFORMES,Vireonidae,Pteruthius intermedius,Clicking Shrike-babbler,栗额鵙鹛,嘰咋栗額鵙鶥,インドシナクリビタイモズチメドリ
PASSERIFORMES,Vireonidae,Pteruthius aenobarbus,Trilling Shrike-babbler,爪哇栗额鵙鹛,栗額鵙鶥,ジャワクリビタイモズチメドリ
PASSERIFORMES,Vireonidae,Erpornis zantholeuca,White-bellied Erpornis,白腹凤鹛,綠畫眉〔白腹鳳鶥，綠鳳鶥〕,アオチメドリ
PASSERIFORMES,Vireonidae,Cyclarhis gujanensis,Rufous-browed Peppershrike,棕眉鵙雀,棕眉胡椒鵙,アカマユカラシモズ
PASSERIFORMES,Vireonidae,Cyclarhis nigrirostris,Black-billed Peppershrike,黑嘴鵙雀,黑喉胡椒鵙,ハシグロカラシモズ
PASSERIFORMES,Vireonidae,Vireolanius melitophrys,Chestnut-sided Shrike-Vireo,栗胁鵙雀,栗脇綠鵙,ワキアカミドリモズ
PASSERIFORMES,Vireonidae,Vireolanius pulchellus,Green Shrike-Vireo,绿鵙雀,綠鵙,ミドリモズ
PASSERIFORMES,Vireonidae,Vireolanius eximius,Yellow-browed Shrike-Vireo,黄眉鵙雀,黃額綠鵙,ミナミミドリモズ
PASSERIFORMES,Vireonidae,Vireolanius leucotis,Slaty-capped Shrike-Vireo,灰顶鵙雀,灰頂綠鵙,キマユミドリモズ
PASSERIFORMES,Vireonidae,Hylophilus amaurocephalus,Grey-eyed Greenlet,灰眼绿莺雀,灰眼綠鶯鵙,キタズアカヒメモズモドキ
PASSERIFORMES,Vireonidae,Hylophilus poicilotis,Rufous-crowned Greenlet,棕顶绿莺雀,棕頂綠鶯鵙,ズアカヒメモズモドキ
PASSERIFORMES,Vireonidae,Hylophilus olivaceus,Olivaceous Greenlet,橄榄绿莺雀,橄欖色綠鶯鵙,アンデスヒメモズモドキ
PASSERIFORMES,Vireonidae,Hylophilus pectoralis,Ashy-headed Greenlet,灰颈绿莺雀,灰頭綠鶯鵙,ハイガシラヒメモズモドキ
PASSERIFORMES,Vireonidae,Hylophilus brunneiceps,Brown-headed Greenlet,褐头绿莺雀,褐頭綠鶯鵙,チャガシラヒメモズモドキ
PASSERIFORMES,Vireonidae,Hylophilus thoracicus,Lemon-chested Greenlet,里约绿莺雀,檸黃胸綠鶯鵙,リオデジャネイロヒメモズモドキ
PASSERIFORMES,Vireonidae,Hylophilus flavipes,Scrub Greenlet,灌丛绿莺雀,灌叢綠鶯鵙,ヤブヒメモズモドキ
PASSERIFORMES,Vireonidae,Hylophilus semicinereus,Grey-chested Greenlet,灰胸绿莺雀,灰胸綠鶯鵙,ハイムネヒメモズモドキ
PASSERIFORMES,Vireonidae,Tunchiornis ochraceiceps,Tawny-crowned Greenlet,褐顶绿莺雀,茶色頂綠鶯鵙,キガシラヒメモズモドキ
PASSERIFORMES,Vireonidae,Pachysylvia decurtata,Lesser Greenlet,灰头绿莺雀,小灰頭綠鶯鵙,メジロヒメモズモドキ
PASSERIFORMES,Vireonidae,Pachysylvia hypoxantha,Dusky-capped Greenlet,乌顶绿莺雀,烏頂綠鶯鵙,オリーブヒメモズモドキ
PASSERIFORMES,Vireonidae,Pachysylvia muscicapina,Buff-cheeked Greenlet,黄颊绿莺雀,皮黃胸綠鶯鵙,シロハラヒメモズモドキ
PASSERIFORMES,Vireonidae,Pachysylvia aurantiifrons,Golden-fronted Greenlet,金额绿莺雀,金額綠鶯鵙,キンビタイヒメモズモドキ
PASSERIFORMES,Vireonidae,Pachysylvia semibrunnea,Rufous-naped Greenlet,棕颈绿莺雀,棕頸綠鶯鵙,アカエリヒメモズモドキ
PASSERIFORMES,Vireonidae,Vireo hypochryseus,Golden Vireo,金莺雀,金色綠鵙,オウゴンモズモドキ
PASSERIFORMES,Vireonidae,Vireo flavoviridis,Yellow-green Vireo,黄绿莺雀,黃綠綠鵙,キバラアカメモズモドキ
PASSERIFORMES,Vireonidae,Vireo olivaceus,Red-eyed Vireo,红眼莺雀,紅眼綠鵙,アカメモズモドキ
PASSERIFORMES,Vireonidae,Vireo magister,Yucatan Vireo,尤卡莺雀,猶加敦綠鵙,ユカタンモズモドキ
PASSERIFORMES,Vireonidae,Vireo altiloquus,Black-whiskered Vireo,黑髭莺雀,黑髭綠鵙,ホオヒゲモズモドキ
PASSERIFORMES,Vireonidae,Vireo chivi,Chivi Vireo,南美红眼莺雀,,チヴィモズモドキ
PASSERIFORMES,Vireonidae,Vireo gracilirostris,Noronha Vireo,巴西莺雀,諾羅哈綠鵙,ノロンハモズモドキ
PASSERIFORMES,Vireonidae,Vireo sclateri,Tepui Vireo,蓝顶绿莺雀,灰藍頂綠鶯鵙,ハイイロヒメモズモドキ
PASSERIFORMES,Vireonidae,Vireo philadelphicus,Philadelphia Vireo,费城莺雀,費城綠鵙,セアカモズモドキ
PASSERIFORMES,Vireonidae,Vireo gilvus,Warbling Vireo,歌莺雀,東方歌綠鵙,ヒガシウタイモズモドキ
PASSERIFORMES,Vireonidae,Vireo leucophrys,Brown-capped Vireo,褐顶莺雀,褐頂綠鵙,チャボウシウタイモズモドキ
PASSERIFORMES,Vireonidae,Vireo huttoni,Hutton's Vireo,赫氏莺雀,休頓氏綠鵙,スナイロモズモドキ
PASSERIFORMES,Vireonidae,Vireo vicinior,Grey Vireo,灰莺雀,灰綠鵙,ハイイロモズモドキ
PASSERIFORMES,Vireonidae,Vireo flavifrons,Yellow-throated Vireo,黄喉莺雀,黃喉綠鵙,キノドモズモドキ
PASSERIFORMES,Vireonidae,Vireo carmioli,Yellow-winged Vireo,黄翅莺雀,黃翅綠鵙,キバネモズモドキ
PASSERIFORMES,Vireonidae,Vireo masteri,Choco Vireo,乔科莺雀,喬科綠鵙,チョコモズモドキ
PASSERIFORMES,Vireonidae,Vireo solitarius,Blue-headed Vireo,蓝头莺雀,藍頭綠鵙,フタスジモズモドキ
PASSERIFORMES,Vireonidae,Vireo cassinii,Cassin's Vireo,卡氏莺雀,卡辛氏綠鵙,ニシフタスジモズモドキ
PASSERIFORMES,Vireonidae,Vireo plumbeus,Plumbeous Vireo,铅色莺雀,鉛色綠鵙,ハイイロフタスジモズモドキ
PASSERIFORMES,Vireonidae,Vireo osburni,Blue Mountain Vireo,山莺雀,牙買加藍山綠鵙,ブルーマウンテンモズモドキ
PASSERIFORMES,Vireonidae,Vireo nanus,Flat-billed Vireo,扁嘴莺雀,扁嘴綠鵙,ヒラハシモズモドキ
PASSERIFORMES,Vireonidae,Vireo pallens,Mangrove Vireo,红树莺雀,紅樹林綠鵙,マングローブモズモドキ
PASSERIFORMES,Vireonidae,Vireo approximans,Providencia Vireo,普岛莺雀,普洛維登斯綠鵙,
PASSERIFORMES,Vireonidae,Vireo bairdi,Cozumel Vireo,科岛莺雀,科蘇美綠鵙,コスメルモズモドキ
PASSERIFORMES,Vireonidae,Vireo caribaeus,San Andres Vireo,圣岛莺雀,聖安德魯島綠鵙,セントアンドルーモズモドキ
